2216627192	E8qsNpqQ5	柠檬黄莲味中秋	NULL	Lemon flavor berbetine Mid Autumn Festival
2663292703	E8yU9ntDc	放假最开心，但是下雨就不好玩了，头发又被剪的好短了，奶奶头[奶奶][奶奶]	NULL	The most happy holiday, but it is not fun, hair was cut short, grandma grandma, grandma head []
2664634041	E8RY6f4Dx	毛泽东两次感谢日本侵略。他说这些话是非常诚实的，因为日本侵华消灭国军，直接有利于共军，而所谓的中国人民却是一个个自欺欺人的傻逼。	NULL	Mao Zedong two thanks to the Japanese invasion. He said these words is very honest, because the Japanese invasion of China to destroy nations, directly benefiting the army, and the people's China is a deluded idiot.
2665097877	E8qqH5nwR	[微笑][微笑]不要忘了`猪蹄和拿铁雪冰更配哦[微笑][微笑][樱花][樱花]吃喝吃喝吃喝`	NULL	[smile] smile. Don't forget, and more snow and ice with pig's trotters latte [] [] [Oh, Sakura Sakura smile smile] used up to eat and drink,
2665724773	E8IC5sjjQ	闲的	NULL	Idle
2665884413	E8UA6yiM9	 没错艺兴这期NO.1我们的大骄傲！	NULL	It's true that we are proud of this issue of NO.1!
2667589337	E8GmND4ks	  没有更多的语言只有太多时间	NULL	No more language only too much time
2667842461	E8K0xkIoL	 作为一只单身[狗] 必须得脸皮厚+有强大的心理去当好朋友的超级大灯泡[灯泡] [灯泡] [灯泡]  然后还要吃得下↓↓↓被喂的各种[狗] 粮  今天的主人发的[狗] 粮是葡萄味哒[礼花] [礼花] [礼花]  真的好甜好甜好甜好甜好甜的[眼泪] [眼泪] [眼泪] [眼泪]	NULL	As a single [dog] must be thick skinned + have strong psychological to master a good friend of the super [] [] lamp bulb lamp bulb [] and then eat fed down down down all kinds of dogs food today issued [dog] food is grape [Da] fireworks [] [] fireworks fireworks really sweet sweet sweet sweet [tears] [tears] [tears] [tears]
2668660141	E8MX1rUhU	当你离我而去，便得尝相思味…… 现在，我只觉得。 你来若不来， 正如我去或不去， 都不重要。	NULL	When you are away from me, you have to taste the taste of love...... Now, I just feel. If you do not come, as I go or not, it is not important.
2669011383	E8Gh0kuZ9	昨晚看到这个信息，完全蒙圈！不敢相信！多阳光的男孩，多年轻的生命，一路走好！[祈祷][祈祷][祈祷][祈祷][祈祷]	NULL	Last night to see this information, completely covered! I can't believe it！ Sunny boy, many young lives, all the way! [[] [] [] pray pray pray pray pray. "
2669192671	E8Bpaisgr	流言蜚语最可怕<br/>无数诋毁他的原因里我更相信是抑郁症<br/>也许别人不懂抑郁的人对世界有多大的绝望<br/>不是说得抑郁症就一定分分秒秒都悲天悯人<br/>人前欢笑 人后失眠 悲观 自虐 是别人看不到的存在  <br/>经历过 所以对抑郁症感同身受<br/>愿我们被世界温柔以待	NULL	The most terrible <br/> against his cause in countless tattle and prate I believe that depression is <br/> maybe others don't know how depressed people have much of the world is not that desperate <br/> depression will obviously have compassion in front of people laugh after <br/> insomnia pessimistic self flagellation is people can not see the existence of <br/> experienced so on depression <br/> may. We are the world gentleness
2669873425	E8PZRpOzf	防空警报响起，勿忘国耻！   .	NULL	The air raid siren sounded, do not forget national humiliation! .
2670234102	E7XB1ifVM	校庆晚会，有幸陪同96岁的国医大师颜正华教授登台！荣幸之至！！！[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌]	NULL	The evening celebration, a professor of Chinese medicine master Yan Zhenghua accompanied the 96 year old stage! It's a great honor. [] [] [] [applause applause applause applause applause applause applause. [] [] [] [] [] [] clap clap clap clap clap clap clap. [] [] [] [] [] [] clap clap clap clap clap clap] [] []
2670432280	E878qylet	嗨呀，这是最骚的。 还说你不是宋喆？	NULL	Hey, this is the most show. You say you're not Song Zhe?
2846939021	E8KMlpjfl	想想自己的脑回路还真是奇特…这次回家我为什么要在包里装一双还要再带回学校穿的鞋？？？为了给自己增加负重？？？晚上要背装着鞋的包还要背相机还要提电脑还要提穿的还要提吃的去挤公交挤火车 哦fuck	NULL	Think of your brain circuit is really strange... Why do I have to wear a pair of shoes to wear to school in my bag? In order to increase their burden??? In the evening to carry a bag of shoes with the back of the camera also need to mention the computer also put on the need to mention to eat to squeeze the bus crowded train Oh fuck
2848009192	E8ejDES5g	电影真心小惊艳了一把，完全不矫情，两个小花演技都在线。都说好女孩上天堂，坏女孩走四方，最终，原来你想的是流浪，我却想要一个家，人生谁不想有七月，人生谁不想得安生。	NULL	The movie really small a stunning, not hypocritical, two small acting online. Good girls go to heaven, bad girls go everywhere, finally, the original you are wandering, but I want a home life, who do not want to have life in July, who did not want to have peace of mind.
2848108044	E8OicCHMm	那些哈日的傻逼好好学学，现在的90后00后好好学学，还他妈成天哈日，还有那些买日货的傻逼们！！	NULL	Those idiot Hari learn, now 90 after 00 to learn, but also his mother all day Hari, and those who buy Japanese goods are idiot!!
2848110564	E8eZAfLT6	[dino抠鼻]呃，呃，湖北卫视红色通道真心讨人喜欢。	NULL	[dino nose] Er, er, Hubei satellite TV is really a red channel for people like.
2850599671	E8lQm3vHH	不是我不想结婚！实在是老公太多！先晒俩	NULL	Not that I don't want to get married! Too much of her husband! Sun two
2851254780	E8hvK8kLk	又是一年中秋节 一瞬间想起了很多片段 想起来还是觉得很美好 但愿人长久[月亮]	NULL	Another Mid Autumn Festival a moment to think of a lot of fragments still feel very beautiful danyuanrenchangjiu [moon]
2852685472	E8IMsaQKq	不好意思打扰了，我家宝宝拉肚子一周了。之前一天三次左右，后来好转一天一次到两次。今天又拉了三次，精神好。能吃能睡。求问下图便便大概原因！	NULL	I'm sorry to bother you, but my baby is in the stomach for a week. Three times a day or so before, and later improved once a day to two times. Today has pulled three times, the spirit is good. Can eat to sleep. Ask the reason about shit!
2853152980	E7RaymybW	*  [蛋糕]<br/>Happy birthday I said to myself ♡<br/>🙈	NULL	*]<br/>Happy birthday I said to cake [myself are <br/>
2853258804	E8TjHccwt	“今天的云好看天好看太阳也好看 当然 你最好看”	NULL	"Today's clouds look good and the sun is good, but you'd better watch it"
2855143392	E8EQMuFwQ	消息太突然，KIMI你最近还好吗？只想把记忆里最美好的样子留住，多么希望天亮后这一切都是梦。。。[泪]	NULL	News is too sudden, KIMI you recently fortunately? Just want to remember the best way to keep, how I hope that after the dawn of all this is a dream... [tears]
2855143392	E8IspgCUN	超珍贵的短片，你没有见过的。很多美好的瞬间，永远的哥哥[心]	NULL	Ultra rare short film, you have not seen. A lot of good moments, forever brother [heart]
2855399144	E83q8r5XA	源博雅这动作真帅[天使][笑cry][笑cry][笑cry][笑cry][笑cry][羞嗒嗒]	NULL	This source of liberal action really handsome angel, cry][cry][[laugh laugh laugh laugh laugh cry][cry][cry][shame blah]
2855886850	E8Jgckqsj	做了个测验，我内心的正能量指数达到了75%！一看我就是个健康向上的好少年！对，就是这样！	NULL	To do a test, my inner positive energy index reached 75%! A look I was a healthy and good boy! Yeah, that's it!
2856906480	E8fEyBUIA	公共场合公然卖肉！！举报了	NULL	Public openly butcher!! Reported
2857159524	E8Jt53yhG	 扇贝英语单词特训第17天：完成100个单词，明天继续	NULL	English word special training for seventeenth days: complete 100 words, continue tomorrow
2857241410	E8E7WxwlN	比鬼神更可怕的是人心	NULL	The heart is more terrible than the ghosts
2857897512	E8K3cgUMC	突然有点开心[眼泪]<br/>比哈特[心]	NULL	Suddenly a little happy tears bihart [heart] []<br/>
2858305540	E7Wgd7AGi	择一物为终生，融于身方断于心也。梨花出睑始于情，喜而不得之遥远方才良人吾候。	NULL	Choose one thing for a lifetime, melt in the body side is broken in the heart also. A pear eyelid beginning with affection, and not far away just like my beloved syndrome.
2858451582	E8Bsgkaww	慢慢心变成铁 	NULL	Slowly become iron heart
2858469881	E8WuzmlBj	【手抓饼】外面吃你总是不放心，那就自力更生，丰衣足食吧~你听，那咬下一口脆脆的声音，是不是特别的迷人？ 	NULL	[hand cake] eat out you always don't trust it, self-reliance, have ample food and clothing ~ you listen to that voice, one bite crisp, is not particularly attractive?
2858469881	E8XhhhMnV	【水煮牛肉】让人无法抗拒的味道！有了它能多吃几碗饭！	NULL	[boiled beef] people can not resist the taste! With it to eat a few bowls of rice!
2860935507	E7YMas2VK	重返校园，拆现金红包，开启无限可能！快来参与每日校园签到，戳链接和我一起领现金红包～[心] 	NULL	Return to the campus, open cash envelopes, open unlimited possibilities! Come and participate in the daily campus attendance, poke the link and I took the cash bonus to [heart]
2860942673	E8XbiFXlo	我正在看【陈伟霆：世界以痛吻我，要我报之以歌】，分享给你，一起看吧！<br/>“像是长久流浪的小猫被人抱在了怀里，惊恐又惊喜。”这句话太戳我了(━┳━ _ ━┳━)	NULL	I am watching [William Chan: the world to kiss me pain, I reported to the song], to share with you, look at it together! <br/> "like a long wandering kitten being held in the arms, and the horror and surprise." This sentence is too poking me (- - - - _)
2863432082	E8PNdfcPc	嗷嗷嗷科龙大战	NULL	Awwww Kelon war
2863935694	E8pguntrY	山上每次阴天都有种大片即视感，可是拍出来也远不及眼睛看到的美[心]	NULL	Every day on the mountain there is a large film that is a sense of vision, but the film is far less than the eye to see the United States [heart]
2864330974	E8rNcq6nG	[玫瑰][玫瑰][围观][话筒][女孩][向右][微笑]	NULL	[] [] [] [Rose Rose [] [] to the right girl watching the microphone smile].
2864958130	E8K01pk7Z	[月亮]	NULL	[moon]
2865218034	E8FwV08OP	各种资源[心]最新动漫！最新电视剧！最新网络剧！最新电影～更有经典各类影视[心]尽管滴滴我！分享给你[爱你]	NULL	A variety of resources [heart] the latest animation! New TV series! The latest network drama! The latest movie ~ more classic all kinds of film and television [heart] although i! To share with you [love you]
2865601624	E7PRUAX8i	在最适合睡觉的温度里失眠……有罪	NULL	Insomnia in the most suitable temperature...... guilt
2865732507	E8Iqxs375	 看到这个视频，莫名想哭 	NULL	See this video, I want to cry
2866112441	E8NSc9Q7z	发表了博文《我的中秋心里话》每年的中秋节我都会想起远方的亲人，今年的中秋节也是如此。由于种种原因，今年不能和家人一起过节了，满满的思乡情绪涌上心头。回想以前，爸爸、妈妈、我、妹妹、弟弟，一家五口，生活	NULL	Published Bowen "my heart" Mid Autumn Festival Mid Autumn Festival every year I will think of distant relatives, so this year's mid autumn festival. Due to various reasons, this year not to stay with your family, full of homesickness welled up in my mind. Looking back, my father, my mother, my sister, my brother, a family of five, life
2867126507	E8NUdtx1n	 新宠抹茶威化 脆脆的曲奇粒好吃到爆炸……[馋嘴][馋嘴][馋嘴]	NULL	Darling crispy cookies Matcha wafer grain delicious to explode...... [] [] [Chanzui Chanzui Chanzui]
2868469014	E8hGYyqWj	有没有什么令人开心的事儿	NULL	Is there anything that's fun
2869339944	E8Nn16RPp	周日，上班，早早早 晨起一杯青汁，清理肠胃。 肠道无渣，面若桃花[哈哈][哈哈]	NULL	Sunday, go to work, early in the morning from a cup of green juice, clean up the stomach. Gut no residue, ha ha ha ha, face if the peach []
2870059842	E8NZncAvW	不想上班，好困啊[泪][泪][泪]这周要上六天班[泪][泪][泪]	NULL	Do not want to work, good sleepy, tears tears tears [] [] this week to six days. [] [tears tears tears]
2870425612	E8Ili62zB	幼稚~[偷笑][偷笑] 	NULL	Laughing, laughing] behind childish
2870630300	E8lgBhpJZ	现在微博真是差的一B，除了推送广告就是推送广告，哦，还推送网红，还特么不能屏蔽，屏蔽要钱[怒]想放弃了，跟两年前没法比了	NULL	Now micro-blog is really a B difference, in addition to push advertising is to push advertising, oh, also push the red net, also do not shield, shielding money [angry] want to give up, to not be better than two years ago
2871052574	E8phzcR16	二次元美少女[耶]	NULL	The two dimensional beauty
2871456327	E8BaJcOjS	大晚上的看到新闻好难过[悲伤][悲伤][悲伤]	NULL	At night to see the news [] [] [sad sad sad sad.
2871806554	E8TLJeR2d	远离世俗的嘈杂<br/><br/>走过春秋又一夏<br/><br/> 分享  徐海俏 的歌曲《南下》（分享自）	NULL	Away from the secular noisy <br/><br/> and <br/><br/> through the spring and autumn summer to share Xu Haiqiao's song "south" (share)
2872032275	E8BdsfUUi	晚安～muma[爱心]️ 分享了Serrini的单曲《喜欢你喜欢我》（）	NULL	Goodnight ~ muma[love Serrini's single "up to share the love you love me" ()
2872936261	E890sB0J6	其实我是拒绝夜宵的，主要还是晚上没吃饭，忘了吃药了	NULL	I was refused supper, mainly at night to eat, forget to take medicine.
2873193647	E8HUGoARQ	今天的会议可谓是签订了生死状，然而大家都已上了船毫无退路，只能前进，年纪轻轻的我就做好了背负10万负债的准备[微笑]	NULL	Today's meeting is a sign of the life and death, but we have a boat no retreat, can only move forward, the young I made with 100 thousand liabilities for [smile]
2873375357	E8ly321jm	我爸的新头像承包了我中秋节的笑点<br/>啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	NULL	My dad's new avatar contract for the Mid Autumn Festival, <br/>, ha ha ha ha ha ha ha ha ha ha ha ha ha ha
2873723784	E887JcBt5	 来治饿了的胃	NULL	To cure the stomach.
2874050260	E8QTYwSxN	像深海里的鱼族 若不自燃 便只有漆黑一片。	NULL	Like the deep sea fish if not spontaneous combustion will only be dark.
2874487450	E8hgXbtsB	风雨无阻聚个餐	NULL	Regardless of the weather get a meal
2874570612	E8QcUaiN9	相比与韩星捞完钱回去贬低中国人，即使因饰演军官在日本遭受许多反对，但矢野浩二回国后在日本节目则是大夸中国。曾经的他也表示不再接演抗日剧中滑稽、愚蠢的“鬼子”形象，希望展现真实的历史。给他点赞！[good]  	NULL	Compared with the money to go back to the money back to play down the Chinese people, even as an officer in Japan suffered many objections, but Koji Yano after returning home in Japan is a big boast of china. Once he also said not to take anti comical and stupid "devil" image in the drama, I hope to show the true history. Give him something to praise! [good]
2874570612	E8RnY48g1	为什么大部分的动物眼睛都长在两侧？因为都长前面真的不好看啊！！！！	NULL	Why do most of the animal's eyes grow on both sides? Because all the long front really do not look good ah!!!!
2874906264	E8Bl6cFYr	看着微博，眼泪不自觉的流下来，虽然不是你的粉丝，但看到这种消息，心会颤抖，心疼白发人送黑发人，如果真如新闻所说，用塑料袋闷自己，那是对这个世界有多绝望…一个大活人就这么没了，地球再也找不到活生生的他们…生命何等脆弱，相比较什么困难都不是事儿了，一路走好……[蜡烛][蜡烛]	NULL	Look at micro-blog, do not consciously tears streaming down, although not your fans, but to see this message, the heart will be trembling, distressed white haired people who sent hair, as if news, making myself using plastic bags, there are a lot of despair to this world... A big man is so lost, the earth can no longer find living in them... How fragile life, compared to what is difficult is not the thing, all the way...... [] [] candle candle
2875192384	E8LxJuswR	太萌了[嘻嘻][嘻嘻][嘻嘻]	NULL	The [[] too adorable. Hee hee hee hee hee.
2876374164	E7VmOkICD	one	NULL	One
2876512450	E8RSFmZbB	288,传奇之一。 	NULL	288, one of the legends.
2876570442	E8mlOy2ph	祝大家下雨的月饼节快乐~[兔子]奉上男票送的月饼冰[哆啦A梦花心]	NULL	I wish you all a happy moon cake festival rain ~ ~] in male rabbits ticket to send moon cake ice [A dream].
2876600880	E8FdJixJq	我喜欢笑起来很好看又有点坏坏的男生，凌晨微博被刷到瘫痪，很是诧异，半夜莫名其妙惊醒三次脑子里居然都是乔的笑脸☻，作为一个路人粉，可还是觉得无法接受，愿你在天堂里永远开心地笑。[蜡烛]	NULL	I love laugh is very good and bad guys at micro-blog is to brush down, was very surprised, woke up three times in the brain at midnight rather baffling unexpectedly is Joe smile does, a passerby powder as still felt unable to accept, may you always smile happily in heaven. [candle]
2876886414	E8N6YpslI	终于结束了，又要开始上班的节奏。其实，并不喜欢上班，然而，上班就可以正常了，我想见到的、我想要的这个时候又恢复到往常。	NULL	At the end of the end, but also to start the rhythm of work. In fact, do not like to go to work, however, the work can be normal, I want to see, I want this time to return to the usual.
2877994480	E86awy1jP	不管是谁，总有自己的路要走。或平稳平凡、或孤独艰难，总有收获。也许是幸福的生活，也许是坚强的心脏。我已经想明白，也愿以后的心胸能更豁达。虽然时间有点久，但不管怎样，感谢生命给我各种各样的体验。感恩，珍惜	NULL	No matter who, always have their own way to go. Or smooth, or lonely difficult, there is always a harvest. May be a happy life, maybe a strong heart. I have to understand, but also willing to be more open-minded after the mind. Although the time is a little long, but no matter what, thank life for all kinds of experience to me. Thanksgiving, treasure
2878470461	E8RIJxuCp	我以前多嫩呐，现在呢。。。不仅还是嫩，而且更帅了。这样下去可怎么办。 	NULL	I was so young, and now... Not only tender, but also more handsome. How can this go on.
2878681864	E8GER0mqK	把秋装找了出来，掏了掏各个口袋都没有钱。不开心。🙁	NULL	The autumn installed to find out, out of pocket all have no money. Unhappy。 🙁
2879047905	E8cen3HGo	喵~胃疼	NULL	Meow ~ stomachache
2879262125	E8TQqgIpJ	希望今天晚上龙队能睡个好觉解去一身的疲劳[心]	NULL	Hope the dragon team will have a good night's sleep.
2879262125	E8XanmWHQ	我才看到人民日报带节奏的那条[拜拜]其实大家火不用太大大多数吃瓜群众被带节奏是正常的，因为对他们来说谁赢了都一样，但是龙队多好我们自己心里明白清楚就好，继续估计支持他就好，其他的到是不担心就是担心龙队被舆论影响休息不好，他现在太需要好好休息了。	NULL	I saw people's daily with the rhythm of the []. In fact we do not have too much fire most people were eating melon with the rhythm is normal, because for them who won all the same, but the dragon team is how well we know clearly is good, continue to support his estimate is good, the other is to don't worry about the impact of public opinion is the dragon team is not good rest, he now is in need of a good rest.
2879553605	E8OnEpQBa	[鼓掌]🏻小球藻反馈[下]🏻传播正能量，人人有责[偷笑] 	NULL	[Applause] spread positive energy feedback Chlorella] [[laughing], is everyone's responsibility
2879891090	E7YZDvNMa	我最驕傲的，那就是愛上了一个应該愛的人。有時候，路邊听到他的歌，我會停下來，听完那首歌。有時候，會看到一些荣迷分享一些與他有關的心情，感同身受。有時半夜想起他，會找找一些荣迷分享他的一些我不知道的事。有時，很想他，會看他的图片，一些他的演唱會片段，半夜也不舍得睡。	NULL	I am most proud of, that is to fall in love with a person who should love. Sometimes, the roadside heard his song, I will stop, after listening to the song. Sometimes, you will see some fans to share some with him about the mood, empathy. Sometimes I think of him in the middle of the night, I will look for some fans to share some of his things I don't know. Sometimes, he would like to see his pictures, some of his concert clips, not willing to sleep in the middle of the night.
2880067145	E8qrDjJ64	中秋快乐，我的全世界	NULL	Happy Mid Autumn Festival, my whole world
2880488024	E8K9HAT10	抑郁症啊。	NULL	Depression ah.
2880638760	E8G9iuSCd	分享图片	NULL	Share pictures
2880959063	E8OPwqvms	恭喜。恭喜。喜结连理。 	NULL	Congratulations。 Congratulations。 The knot.
2881007060	E8nOmiU77	Echo 生日快乐 未来要更勇敢噢	NULL	Echo happy birthday in the future to be more brave oh
2881172460	E8WvEFAvZ	分享图片	NULL	Share pictures
2881543262	E8rjKCksg	two month	NULL	Month two
2881985080	E8diGfanV	嗨呀，一大早起来更新，抬腕唤醒是真的好用，很灵敏，不用担心。过渡动画流畅，处处可见卡片式风格。。终于有骚扰拦截了，不过不是苹果原生的，差评，居然要靠第三方。	NULL	Hey yeah, it's really nice to wake up early in the morning and wake up the wrist. It's very sensitive, so don't worry. Smooth transition animation, everywhere you can see the card style.. Finally had the harassment to intercept, but not Apple's original, bad review, actually rely on third party.
2882101340	E8Af39BRu	有人陪你颠沛流离，也要成为自己的太阳[太阳]。——翻篇	NULL	Someone to accompany you to wander, to become the sun [sun] own. -- turn over
2882257884	E8P9y87gn	毛小孩靠着睡觉所带来的幸福感[喵喵]只有有宠物的铲屎官们才能体会[喵喵]	NULL	Kid by brought sleep happiness [pet] only meow shoveled shit officials can experience [] meow
2882671292	E8JCJ6Dy6	九月活动简介:目妍活动两幅250(图一二)DIVABISOU两幅220(图三四五六)DREAMCON两幅290 	NULL	September introduction: Yan two 250 eyes (figure one or two) two DIVABISOU 220 (Figure 3456) two DREAMCON 290
2883812634	E8SyrnuYo	分享图片 	NULL	Share pictures
2884646700	E8Ujbkg7m	我的动力取决于第二天早餐吃啥	NULL	My motivation depends on what to eat for second days.
2884914552	E8w2ZEp5v	好想养个哈士奇 可是卖狗的都在吐槽它[笑cry][笑cry]是有多不招人待见	NULL	I want to raise a husky but sell a dog in it cry][cry] Tucao [laughs laugh is how unpopular
2885183163	E8RLQcf4o	如果中国再次面临9.18。我相信很多年轻人会认日本人做爹，因为他们已经丧失了基本的认知能力。	NULL	If China again faces 9.18. I believe that many young people will recognize the Japanese as a father, because they have lost the basic cognitive ability.
2885727591	E8i2ErNPj	但愿人长久，千里共婵娟。[心]	NULL	May we all be blessed with longevity. Though far apart, we are still able to share the beauty of the moon together.。 [heart]
2886077867	E8SM26KHQ	58 同城，植入神话剧《仙剑云之凡》，太硬。 	NULL	58 city, implantation of myth "Legend of cloud" where, too hard.
2886486274	E8Nlr1kkP	三天假的后果就是七天班好困好困不想上班啊	NULL	The three day is the result of the seven day of the class is very difficult to go to work.
2886634512	E8QO76Rgu	一不小心收了个小弟 	NULL	Accidentally received a younger brother
2886642552	E8fQkduFx		NULL	
2886878205	E8X8VxKZK	我分享了头条文章 	NULL	I shared the headlines.
2886913503	E8d7Bv1tg	[笑cry]	NULL	Laugh cry]
2887314875	E8TdXmklT	好想念学校的烤鸭 好饿～[泪]	NULL	Good miss school roast duck good hungry ~ [tears]
2887380662	E8FSTdsVC	姿势要帅。	NULL	Position to be handsome.
2887550122	E85li0fgO	今天我就想要个雨萨[爱你][祈祷] 	NULL	I want a Yusa [love you] pray today.
2889334603	E7Zfj6ECs	看完《釜山行》觉得好气喔，那个自私鬼大叔害死那么多人[怒骂]听说原来的结局是只有自私鬼一个人存活就更气了[拜拜]	NULL	After the "Busan line" feel aerobic Oh, the selfish ghost uncle killed so many people [at] heard that the original ending is only a selfish individual survival is a gas [].
2889521757	E8gr4cwWu	微信朋友圈关闭几天。冷静冷静！还是玩微博算了[兔子]	NULL	WeChat circle of friends to close a few days. Calm down! Or play with micro-blog forget [rabbit]
2889718980	E8goeBBfx	冷冷冷	NULL	Cold
2889727734	E8TMk8WL7	 争第一，没我爱豆可不行！我为丁宁加油，助力夺金、夺金、夺金！火热里约，激情奥运！爱豆冲刺，助威有你，一起为你的体育爱豆加油！ 	NULL	For the first, no I love beans can not do! I cheer for Ding Ning, gold, gold, gold power! Fiery Rio, passion olympics! Love you sprint, cheer, together for your love sports refueling!
2889926145	E8UKRd4Jo	是不是也有人我有一个样的经历，就是半夜睡睡不着，想到第二天要上班拼命睡却都还是失眠到天亮；或者干脆觉得就这么失眠吧，妥协了，结果特么的临近起床时间又睡着了…起床以后一口一句卧槽要迟到了……🙄🙄🙄[大便]	NULL	Is there a person I have a kind of experience, I don't think that is in the middle of the night, second days to work hard to sleep but are still sleep until dawn; or simply think that insomnia, compromise, the fucking near wake time fell asleep again... After getting up, I will be late for a sentence...... [] stool
2890377501	E8HJHiBWW	比丧尸更可怕的是人性[伤心]	NULL	The human nature is more terrible than the zombie [sad]
2891529877	E8R5OiXP7	这位巨人，你已经被我们猫包围了，丢下武器，赶紧投降！[喵喵]	NULL	The giant, you have been surrounded by our cats, leaving weapons, and quickly surrendered! [she]
2891529877	E8SbtnJlh	动物园收留了一只被丢弃的小企鹅Cookie，最近它在这里找到了个好玩伴，终于不再孤单。开心地扑过去的样子萌哭了 [心]	NULL	The zoo took in a discarded small penguin Cookie, which recently found a fun company, and finally no longer alone. Happy to rush to the appearance of the past to cry [heart]
2891618073	E7Xqq5BxZ	朋友，一起嗑毕深吗	NULL	Friends together, nibbling Bi deep
2891699425	E8hBmqEMs	今晚没人管我 所以到这个点我还嗨着	NULL	Tonight, no one was in possession of me, so I got to this point.
2893229253	E8A3WoAff	两个人的不将就 应妹子要求 补偿高清无码正脸照一张	NULL	Two people will not be demanding compensation girl customers face photo
2893713541	E8l1I8jd2	月饼节快乐	NULL	Happy moon cake festival
2894638551	E8EL5oAWp	[伤心][伤心][伤心][蜡烛][蜡烛][蜡烛]不愿相信，多希望你能突然出来，多希望一切都是假的	NULL	[[] [] [] sad sad sad. [] Candle Candle Candle] don't believe, I hope you can suddenly come out, hope everything is fake.
2895384387	E8vGX1L52	102.4在放尧十三的歌 	NULL	102.4 in thirteen Yao song
2896525477	E8SGA6j8m	[钻石]【广告】真的很开心，维多丽雅让我瘦了6.7斤,很不错，整个减肥过程是快乐的，第一次有这样的感受，肚子从明显的很大变小了，脸貌似也小了一点。我觉得这个组合特别好，有的产品真的是靠拉肚子瞬间减轻体重，容易反弹还伤害肠胃得不偿失，谢谢林大哥让我轻松减肥。&nbsp;	NULL	[diamonds] [advertising] is really very happy, victoriah that I lost 6.7 pounds, very good, the whole process is happy, the first time such feelings, from the great stomach become apparent small face, seems a little small. I think this combination is particularly good, some products really rely on diarrhea instantly lose weight, easy to rebound also hurt the stomach Lin brother let me thank The loss outweighs the gain., easily lose weight. &nbsp;
2896711962	E8QGhCMMD	啊啊啊啊没钥匙，我妈怎么还不下课！	NULL	Ah ah ah ah no key, my mother how not class!
2898662014	E8KdgzvGd	我决定不主动找你了[干杯][干杯][干杯][干杯]，试试能坚持多久[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌]	NULL	I decided not to take the initiative to find you, cheers, cheers, cheers [cheers], [applause. Try to adhere to long applause, applause, applause, applause]
2898699185	E8FU3fKGb	今天好热啊🙈[笑cry][笑cry] 	NULL	It's so hot today cry][cry] [laughs laugh
2898756732	E8Qx52W8v	我参与了 发起的投票 【抗美援朝，必要还是不必要？】，我投给了“必要。保家卫国，打出国威，捍卫和平。”这个选项。你也快来表态吧~	NULL	I participated in the poll [war, necessary or not necessary? I voted for it. Paul had to defend peace, protect our homes and defend our country." This option. And you come to the position.
2899443993	E8TyBaxnK	保持对这个世界的好奇心，才有机会遇见那些有趣的人和事。... 【漫刺青】近日作品二 	NULL	Keep to this world of curiosity, just have the opportunity to meet interesting people and things. [...] recently two diffuse tattoo works
2899571473	E8DR8B9KX	笑起来迷死人的kimi，挺喜欢他的，前几天还看到新闻报道他和祖峰老师的新戏，昨晚就这么突然没了，世事无常。[祈祷][祈祷]	NULL	Laugh dead Kimi, love him, a few days ago to see the news reports that he and Zu Feng's new drama teacher, last night so suddenly gone, impermanence. Pray pray. []
2899891221	E8Bmwwyos	  我的天哪⋯⋯912那天只顾着刷屏存图 结果根本没有意识到这张照片上有我的名字[抓狂][抓狂][抓狂][泪][泪][泪]刚刚翻相册发现的时候泪奔[泪流满面][泪流满面]哥哥我去HK看你了你看到了吗[泪流满面]	NULL	My gosh.. the 912 day only Shuabing map results don't realize this picture with my name. [] [] [] [crazy crazy [] []] just tears tears tears turn album when found tears tears tears] [[] brother, I went to HK to see you. Have you seen it [tears]
2900274253	E8EqZlqNZ	我鄙视所有在乔任梁微博下面逼逼说什么只关心明星不关心老百姓或者不关注天宫二号的人 自以为自己是关心国家大事的人 却不知道现在社会正是因为有了你们 才会越来越冷漠。	NULL	I despise all the Qiao Renliang micro-blog below customers say what only cares about the stars or do not pay attention to Tiangong two, people thought he is concerned about national affairs of the people do not know now because there are more and more indifferent you will not care about the people.
2900640387	E7Q18Fqyw	献上高清大头照say晚安[喵喵]	NULL	Offer HD Photo [say] night meow
2900731740	E8jnn07lu	来自一只21岁仙人掌的歌单  分享单曲（）	NULL	From a 21 year old single share (single) cactus
2900983627	E8TNB4yvW	肚子好痛[泪]	NULL	Good stomach pain [tears]
2901930214	E8IDp05KS	张继科的比赛看的我仿佛需要速效救心丸[拜拜]	NULL	Zhang Jike watch the game as if I need available [Kyushin Pills].
