1688978637	E5PsWoYOV	水逆真的开始了	NULL	The water inverse really began.
1850148147	E5MoM15n8	不该在吃了两碗面之后看女神的_(:3」∠)_莫文蔚真的是美惨了美惨了	NULL	Not to see the goddess _ after eating two bowls of noodles (3 / _: ") Karen Mok is really beautiful miserable miserable beauty
1850148147	E5ynstYCN	keep ur fingers crossed	NULL	Ur fingers crossed keep
1850344355	E5vclyZlj	财新网•政经【独家|省人大副主任郑玉焯遭双开 辽宁贿选案波及全国人大代表中管干部数十人】辽宁曝出包括全国人大代表选举在内的多场选举存在贿选，该省超过1/10的本届全国人大代表被查出存在贿选问题，此前落马的王珉、王阳、苏宏章等省部级高官均涉其中 	NULL	Caixin, political deputy director of the provincial people's Congress [exclusive | Zheng Yuzhuo was double Liaoning bribery case affected the National People's Congress election many cadres in Liaoning discovered dozens of people] including the National People's Congress election, the presence of bribery, the province more than 1/10 of the current National People's Congress checked the presence of bribery, had sacked Wang Min, Wang Yang Su Hongzhang, provincial and ministerial level officials were involved
1850412111	E5XXobCwi	上海迪士尼惊现插队女骂哭小姑娘 女儿还在一旁帮腔：插队都这么横！爹妈死的早吗？怎么感觉素质这么低呢？	NULL	Shanghai Disney discovered in the little girl crying woman scolded daughter just chimed in: so cross jump! The parents died early? How do you feel so low?
1850717450	E5RQr0E8M	是觉得好想念[悲伤] 	NULL	Is to feel good to miss [sad]
1850717450	E5HCRaTc5	好像还没有准备好呀[难过]，总感觉还是有点啥忘了做[衰] 	NULL	It seems to have not prepared well [sad], always feel a little what forgot to do [].
1851430744	E5LangweP	大家见过核桃树吗，房屋后面的核桃树已结核桃，等它青皮裂开，就会出现我们吃的核桃啦	NULL	We have seen the walnut trees, walnut trees behind the house has a walnut, etc. it will appear green split, we eat walnuts.
1851430744	E5L8VEfkw	老公手笔，佩服他，虽然是照着网上图片画的，但是一模一样也是本领啊[嘻嘻]	NULL	Husband, admire him, although according to online pictures, but also the ability of ah as like as two peas I want.
1851567477	E5rH7jsaA	昨晚的第10集甜到爆炸，哈哈[爱你][爱你][爱你][爱你][爱你][爱你]	NULL	Tenth last night sweet to explode, ha ha [I love you, I love you love you
1852376135	E5ZyuAyiH	你没走过他们的路，又怎能对他们的感情品头论足。	NULL	You never walked their way, how about their feelings.
1852376135	E5YjMlzsW	嗯	NULL	Well
1852796304	E5ZLM7Dwj	真的快气死了啊！！！！！！天下脑残是一家 请你们抱团集体爆炸！！！！！！！！！！！	NULL	Really crazy ah!!!!!! The world is an idiotic you Baotuan collective explosion!!!!!!!!!!!
1852796304	E5ZBqCdSK	对一些事感到好无力......	NULL	Feel good about something......
1852853687	E5ZQBakY7	 已经在港澳台榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！	NULL	Hong Kong, Macao and Taiwan have been on the list for you, you are my only persistent in this life oh. Awesome！
1852853687	E5Qh0zbdB	投票ing！我的TA钟汉良目前在人气男演员榜排名第15，已经有184648票喽,小伙伴们赶紧也来给TA投票吧！ 	NULL	Vote ing! My TA Zhong Hanliang is currently ranked fifteenth in the popularity of male actors, there are 184648 votes, small partners have come to vote on the TA bar!
1852983511	E5VOZEUXl	吃一口南瓜八宝饭！甜到心里[笑cry]	NULL	Eat a pumpkin Eight Delicacies Rice! Sweet to the heart [laughs cry]
1852983511	E5Oa7thf3	手机摔坏了！水逆开始了么[挖鼻][挖鼻][挖鼻]	NULL	Cell phone broke! Mercury begin [nose nose nose] [] []
1853472775	E5ZCyngFA	咖啡拉花教学[微笑]	NULL	Latte Teaching [smile]
1853472775	E5ZtCDoxj	我就笑笑，不说话[微笑]	NULL	I smile, don't talk [smile]
1853800001	E5aQcu6sd	孔乙己—姜维 - 来自知乎专栏「古今多少事，都付专栏中」，作者:叶懒， （想看更多？下载知乎 App：）	NULL	Jiang Wei - from the know almost columns, "how many things, all pay column", the author: ye lazy, (want to see more? Download know almost App:)
1854144580	E5WghoONG	[doge]来，兵哥哥教你叠衣服。<br/><br/>我教官教过我[doge]反正现在还是一塌糊涂<br/><br/>	NULL	[doge], soldier brother taught you to fold your clothes. <br/><br/> my instructor taught me [doge] or <br/><br/> in a complete mess now anyway.
1854144580	E5WelFRFh	有多少人军训的时候玩过这个[doge]<br/>[笑cry]反正我军训的时候天天玩。<br/><br/>	NULL	How many people have played the military training in this [doge]<br/>[laugh cry] anyway, when I was a military training to play every day. <br/><br/>
1854366744	E5RaLtcxJ	奇怪，为什么我的分组老添加不上人………… 是我手机的问题还是微博的问题。。。。[思考]	NULL	Strange, why I am not a group of old people to add............ It's my cell phone or micro-blog.... [thinking]
1854366744	E5R9BERNs	很想吐槽我家YY…… 买个内裤挑了一小时…… 也是够够的了。 是穿里面，外人看不到的，好吗？[顶]还要挑不同的花色是几个意思… [打脸] 我一个女的，我都没那么多要求。[顶][顶][顶]	NULL	I would like to Tucao my family YY...... Buy a briefs for an hour...... And enough is enough. Is to wear inside, outsiders can not see, all right? [top] would also like to pick a different color is a few mean... [face] I a woman, I have so many requirements. [] [] [top top top]
1855030930	E5NHTdROo	下午的时光和一群小孩看闪闪的红星，宝宝做错了啥坐在这里[doge][doge][doge]	NULL	Afternoon of time and a group of children look at the sparkling red star, the baby did something wrong sitting here [doge][doge][doge]
1855030930	E5G4qtIAg	车展都是晚上开的？感觉台子上蒙着白布的一定是好车，宝宝方了[思考][思考][思考]	NULL	Auto show is open at night? Feel the table covered with a white cloth is a good car, baby party [] [] [] thinking thinking thinking
1855436492	E5CAKepG7	生活要懂得做减法。	NULL	Life to know how to do subtraction.
1855436492	E5uJO6NIj	[强壮][强壮][强壮]	NULL	[] [] [] strong strong strong
1855904722	E5xup0Dr4	诛仙里的林惊羽长得和白敬亭好像，难道就我一个人觉得吗[哆啦A梦吃惊]不过我还是更喜欢小白[doge]还有如果看到我一直对着电视傻笑，那就是我在看微微一笑很倾城，压抑不住的少女心在作怪[doge]	NULL	Zhu Xian in Lin Jingyu long and Bai Jingting like, am I the only one you think [A dream surprised] but I love white [doge] and if you see I have been in front of the TV that I see in the giggle, smiled a little, irrepressible heart of girl in trouble [doge]
1855904722	E5kMMxb8M	我觉得我今天不太正常还是太闲了，竟然在玩倩女[微笑]算了我还是看会剧吧[微笑]	NULL	I think I today is not normal or too busy, even playing a [smile] I still will play [smile]
1855940804	E5MUhsi9G	好可爱的小[熊] 蛋糕，舍不得吃！[可爱][馋嘴][熊猫]	NULL	Very cute little bear cake, reluctant to eat! [[] []] Chanzui Cute Panda
1855940804	E5I2ZByU9	想吃猪蹄[钱][钱][钱]	NULL	Want money, money, money pig's trotters []
1856184451	E5I16563Z	爱旅行的人运气都不会太差！我在带着微博去旅行 的红包中抽到了 提供的“滴滴秋游券”，快上车，带你遇见最美的世界！	NULL	People who love to travel will not be too bad luck! I took the micro-blog to travel to the red smoke "drops of autumn ticket", come on, take you to meet the most beautiful in the world!
1856184451	E5I0YnHvO	爱旅行的人运气都不会太差！我在带着微博去旅行 的红包中抽到了 提供的“滴滴大放价券”，快上车，带你遇见最美的世界！	NULL	People who love to travel will not be too bad luck! I took micro-blog to travel in a red envelope to provide a bit of a big drop in the ticket, the car, take you to meet the most beautiful world!
1856208481	E5y8C344j	这两天的天气也是美的没谁了[鲜花][带着微博去旅行][带着微博去旅行][带着微博去旅行]	NULL	These two days the weather is not beautiful flowers, who [with micro-blog, with micro-blog to travel to travel, with micro-blog to travel.
1856878774	E4WI3fM5W	一凳子砸到这个逼女的狗头上直接开花，妈的还敢动手了，削不死你！ 	NULL	A stool hit to the head directly forced female flowering, the mother also dare to fight, you die cut!
1857488577	E5PHb2MNw	午餐 自己包的手工饺子配新到的鸡纵菌[馋嘴]北方人第一次吃油鸡纵 打开了新大陆啊 好好吃 鸡纵很有嚼劲呢 里面的油也很好 准备买点牛肝菌炒来吃[笑cry] 每次都感觉你发的好吃的 我都没见过呢 很想去云南普洱 尝尝你们的店[爱你]	NULL	Your own lunch bag with new handmade dumplings to Termitomyces albuminosus [North] Chanzui for the first time, opened a new Chicken in Soya Sauce longitudinal ah eat chicken longitudinal very chewy. The oil is also very good to buy Boletus fried to eat [laughs every time you send cry] feel good I didn't seen you want to have a taste of your store [love you] Yunnan Pu'er tea
1857488577	E5sS2nGfq	  謝謝嬸兒的照燒汁秘方 好吃的不得了呀！特意買瓶白葡萄酒做的，果然不一樣[爱你][爱你][爱你]	NULL	Thank you for the shener teriyaki sauce recipe very good ah! Bought a bottle of white Wine do, really is not the same love you love you
1857669992	E5QlVbAyN	二糊了 去取钱 然后忘记拔卡了 已经挂失[巨汗]	NULL	Two paste to get money then forget to pull the card has been the loss of huge sweat []
1857669992	E5uIxeNen	姜敏浩是我看过的最逗逼的韩剧男主	NULL	Jiang Minhao is the most funny guy I've ever seen.
1858029102	E608diaQ3	我整个人很混乱	NULL	My whole person is in disorder
1858029102	E5OUIsWVS	生活每天带给你的惊喜太多了<br/>比如你永远也不知道什么时候别人就会对你说<br/>hey，朋友，你牙齿上有辣椒皮<br/>[喵喵][喵喵][喵喵]	NULL	Live every day to bring you surprise too much <br/> such as you never know what others will say to you my friend, <br/>hey, has <br/>[[] [] meow meow pepper skin meow] your teeth
1860037444	E5cxSlNsT	这么多人关注别人八卦，有多少人看过他们一眼。	NULL	So many people are concerned about other people gossip, how many people have seen them.
1860324260	E5VR1f9xM	我只知道我对你来说什么都不是	NULL	All I know is that I'm nothing to you
1860324260	E5IkKDmkV	不会想要发微博和朋友圈的人一定每天都过得充实而幸福吧？希望我以后也能做到。	NULL	Do not want to send micro-blog and friends of the circle of people must have a day to enrich and happiness? I hope I can do it later.
1860485442	E5ZSVqawM	[浮云]<br/>[微风]	NULL	[]<br/>[] a breeze
1860507490	E5sAwqZXS	上山伟大，下山也伟大。井冈山精神永放光芒！ 	NULL	Go up the mountain, the mountain is also great. Jinggangshan spirit shine forever!
1860686191	E5L7XEvX1	为了表达我对你深刻的爱 跟你改了一个情侣名	NULL	In order to express my deep love for you to change with you a couple of names
1860800781	E5MfjmJAi	刚刚好，又该吃中饭了[哈哈]	NULL	Just as well, and the lunch [laughs]
1860800781	E5uH4c9fC	济南有秋天了[哈哈] 	NULL	Ji'nan has autumn [HA HA]
1860888694	E5GNLabrd	迟留 	NULL	linger on
1860946164	E5VcJsx2v	啊啊啊啊！中了杨洋的毒！！！	NULL	Ah ah ah ah! Yang Yang's poison!!!
1861761633	E5GQ4egpR	WTF？！	NULL	WTF?!
1861761633	E5gVZtOm0	有时候 太容易满足不见得是什么好事	NULL	Sometimes too easy to meet is not necessarily a good thing
1861902443	E5UGTwOfz	     喷了 真是够了 名族团结大于天！	NULL	Sprayed out is enough to have a family unity greater than the day!
1861909362	E5UFpEBze	【早晚凉爽白天较热】今天申城依然是明媚的阳光天，风力还是有点大的，西北风4-5级，长江口区东部阵风有6级，07时全市大部地区气温在24℃附近，预计今天的最高气温在32℃左右。	NULL	[cool] a hot day sooner or later today in Shanghai is still bright sunny day, the wind is a bit large, northwest wind 4-5 grade, the Yangtze River Estuary east wind 6, 07 when the temperature in large areas near 24 DEG C, is expected today's highest temperature at 32 degrees celsius.
1861909362	E5MpMAmXL	字小别人看不见，如此无羞耻心[哆啦A梦汗][哆啦A梦汗][哆啦A梦汗]	NULL	Small word invisible to others, so no shame [A Doraemon, Khan A Doraemon, Khan A Doraemon Khan]
1862404824	E5XfJ9SlV	你怎么那么容易被感动啊	NULL	Why are you so easy to be touched ah
1862404824	E5QQ321mu	我今天太伤心太受挫我要睡觉了	NULL	I'm so sad today that I'm going to bed.
1862410813	E5kNLoCMi	等sb	NULL	Sb
1862817382	E5oOJmd71	对啊，我很忙，所以别问我好不好！对啊，我很忙，忙起来什么都很好了…	NULL	Yeah, I'm very busy, so don't ask me if I'm okay! Yeah, I'm very busy. I'm busy with everything...
1862817382	E5jmY9Fup	纠结到死的性格，折磨着别人也把自己折磨死…选择困难症骨灰级…	NULL	Tangled to the death of the character, tortured others to torture their own death... Select the difficulty level of the ashes...
1862871634	E5Pllme1t	仙林地铁游（来自）APP下载地址： 	NULL	Xianlin Metro Tour (from) APP download address:
1863021897	E5RzHbpEh	 <br/><br/>模模糊糊却感觉很好玩<br/><br/>🏍️️️️🏍️🏍️<br/><br/> 	NULL	<br/><br/> vaguely but feel very fun <br/><br/> up up up up up up <br/><br/>
1863021897	E5yYS6wx1	夏天接近尾声了。 一群没要脸的玩伴陆续开学，不管这一假期我们见了几次面，该有的东西还会在，比如说“你们爱我”的这份真挚的感情[挖鼻] 你们聚在一起总是有太多欢乐，btw今年没合影，差评。下一个假期，我们继续。开学快乐[微风] 	NULL	Summer is drawing to a close. A group of no shameless playmates after school, regardless of the holiday we met a couple of times, some of the things are still in, say "I love you" the sincere feelings [nose] you together always have too much joy, this is not the btw photo,. Next vacation, we go on. Happy [gentle breeze]
1863784341	E5Mnq4IlR	哎 	NULL	hey
1863784341	E5obJiEGC	连龙成虎都死得这么惨，还有谁能打得过杨老板[可怜] 	NULL	Even the Dragon died so miserably Chenghu, who can beat Yang boss [poor]
1863837083	E5nN9cJGh	[害羞]刘翔可是很吸引我的哟。	NULL	Liu Xiang is very attractive to me.
1863837083	E5nx6eg7x	[害羞]惠若琪可是很吸引我的哟。	NULL	Shy, but it's very attractive to me.
1863850313	E545w5cpY	蒸桑拿的天气 没有空调的公交车真他妈要热炸[吐][吐][吐]	NULL	The sauna weather without air conditioning bus fucking hot fried, spit spit spit [] []
1863913062	E5EIL6YGK	5年了，岁月静好，我爱的人都找到幸福了，真好……	NULL	5 years, years of quiet good, I love the people have found happiness, good......
1863913062	E4Tl9fJLc	追星的目的好纯粹的，就是希望能像他们一样努力让自己变美好～	NULL	The purpose of pure good fans, is hoping to like them to let oneself become beautiful ~
1863999744	E5ezhnWDB	头痛➕过敏☹️出一身汗就好了…爽[泪] 	NULL	Headache allergic up sweat it out... Great [tears]
1864454310	E5kPNjOwh	王爷路导一起来，周末福利多多，哈哈，期待明年你 的霸屏。[色][色][色]	NULL	Wang Road guide a weekend, benefit a lot, ha ha, look forward to your next screen. [] [] [color] color color
1864738065	E5QotAQpU	一早拉着行李出差，下午由于工作计划改变又拉着行李回来，然而并没有见到runrun特别开心的样子。难道他也想静静了吗。[抓狂][抓狂][抓狂]	NULL	Early in the morning to pull the luggage on a business trip in the afternoon due to a change in the work plan and pulled back, but did not see the Runrun particularly happy look. Does he also want to quietly. Crazy crazy crazy. [] []
1864738065	E5HqJqfWA	这几天又接触了几个买家，有些谈得比较深入。原来在这个年龄，好多人都是在折腾着给父母买房子或换房子的。怎么说呢，带着父母飞，虽然很辛苦，但也很幸福。未来十年，或许才是我们人生的黄金十年，伴侣、父母、孩子都在身边。多好啊。[心][心][心]	NULL	These days and contact a few buyers, some talk more in-depth. Originally at this age, a lot of people are trying to buy a house or a house for parents to buy a house. How to say it, with their parents to fly, although very hard, but also very happy. The next ten years, perhaps is the golden ten years of our life, friends, parents, children are around. How nice. [] [] [] heart heart heart
1864881805	E5Rv7evLj	半夜想到個腦洞...既然ABO跟哨兵都有了怎能沒靈伴:洛麥二人手腕上的關鍵字是「萊恩」他們因而誤解了並錯過了一生【	NULL	Think of a midnight brain hole... Since ABO with sentinel have Companion: how can the spirit of Luomai two human wrist is the key word "Ryan" they thus misunderstood and missed the life [
1864881805	E5PkliWY4	說回來不少影星私下是好友甚至是摰交卻因種皇而從未在銀幕上合作過.........	NULL	Many stars are friends privately said that even the best pay but because the emperor never worked on the screen.........
1865311842	E5YOf9Aaj	男装癖啊啊啊	NULL	Men's wear ah ah ah ah
1865311842	E5VyOcVmU	除了你以外 都是坏人。                     ˇ	NULL	Except for you, it's a bad guy. .
1865321834	E5Q5R5LiF	心情不好，社会很残酷，偏安一隅不努力就会这样。要自我管理自我激励，这里是杭州，优胜劣汰是规则。 	NULL	The mood is not good, the society is very cruel, if not this effort will. To self management of self motivation, here is Hangzhou, the survival of the fittest is the rule.
1865321834	E5DsomCC6	马路上车少人少，天蓝的不像话，有种到了日本的错觉。 	NULL	The road car fewer and fewer people, blue outrageous, kind of illusion to japan.
1865385377	E5Xe9B73T	《菲总统替渔民向中国“求情”：拿我们当兄弟别当敌人》中国从来也没有把菲律宾当成敌人，如果怨的话就去怨前总统阿基诺三世吧，是他搞得南海非法仲裁扰乱了中菲关系。	NULL	"The president of the Philippine fishermen to intercede for Chinese: don't take us as brothers when the enemy" Chinese never put Philippines as an enemy, if you complain to complain to former president Aquino III, he made the South China Sea illegal arbitration disrupted Sino Philippine relations.
1865385377	E5Xbwdl7N	《铁齿铜牙拍续集？张国立王刚张铁林再聚首》好哇，3个戏骨又聚首了。	NULL	"A sequel to the iron tooth copper tooth? Guoli Zhang Wang Gang Zhang Tielin again "well, 3 play bone and meet the.
1865591312	E5n6b0NPS	掌纹分析：画圈的纹有人说是事业纹有人说是冲天纹，虽然到了感情线有停滞，但是能突破，以好为论。出生时有意外发生或者说体质不太好，学业不用质疑，应该能去到研究生，可以考虑往金融、法律、医药方面发展，走体制内、专业路线较为合适，为人比较冷酷偏无情，没多大担当	NULL	Palmprint analysis: circle pattern is said to have business lines was said to be pointing lines, although to the feelings of the line have stalled, but to be able to break through, for the. Born with the accident or the body is not very good, studies not questioned, should be able to go to graduate school, can be considered to the financial, legal, medical development, go within the system, the professional route is more appropriate, as compared to partial cold ruthless, little bear
1866026370	E5R444YB9	仰卧起坐70个，Keep减脂一节。	NULL	70 sit ups a day long, Keep.
1866026370	E5HHDyDex	 仰卧起坐100个，假胯宽矫正一套	NULL	100 sit ups, a false hip width correction
1866117337	E5OZIp81x	今天的云 	NULL	Today's cloud
1866117337	E5OOL6Eg0	趁着快下班摸个鱼，不一样的美男子。。。啊呸！ 	NULL	Take advantage of the rush to work to touch a fish, not the same as the United States men... Ah bah!
1866549490	E5FAmbNsH	我觉得完美都不感觉看到她，我真的惊呆了[dino撒花]呢！能凶他了。	NULL	I don't think it's perfect to see her, and I'm really surprised at the [dino! He can be fierce.
1866873124	E5mHZEUsm	我就看看，耶伦你还敢加息吗？我就看看，你什么时候妥协改口QE。[哈哈]	NULL	I will see, Yellen, do you dare to raise interest rates? I see, what time do you compromise to QE. [HA HA]
1866980560	E5VDlcf5a	有很多人，很多事。你要说自己不后悔，那是假的。	NULL	There are a lot of people, a lot of things. You have to say that you do not regret it, it is false.
1866980560	E5FBmxcVv	我要上岸，我要上岸。。[奥特曼][奥特曼][奥特曼]	NULL	I'm going ashore, I'm going ashore.. Altman, Altman, Altman []
1866990605	E5PITFWcw	[doge]	NULL	[doge]
1866990605	E5G2WzIzU	游完啦，夏天也过去了，今年不会在户外泳池游泳了，一出水冷成🐕。	NULL	Swimming, summer has passed, this year will not be in the outdoor swimming pool, a water cooled into.
1867070521	E5nSA2WuL	娃爹给娃念李白的诗《望庐山瀑布》，念完后开始给娃释义：香炉-就是烧香的炉子，balabala……，银河-就是河水是银色的，银色的河…[吃惊][吃惊][吃惊]，真不知李白先生在下面听到的话会不会——死去活来	NULL	Baby baby dad to read Li Bai's poem "Mount Lu" falls after the finish, began to EVA interpretation: - is the incense incense stove, balabala...... , the Milky Way - the river is a silver, Silver River... [] [] [] surprise surprise surprise, I really do not know Mr. Li Bai in the following words will not hear, half alive
1867070521	E5e2nAJf0	弟媳从老家带来的沙果，绝对纯天然无污染，清水冲冲就可以吃[馋嘴]，酸甜口的[馋嘴]，好吃啊[馋嘴]。从小就好这口[馋嘴]。	NULL	Who brought from home Shaguo, absolutely pure natural and pollution-free, water in can eat [Chanzui], [] Chanzui sweet and sour mouth, delicious Chanzui []. From this port [Chanzui].
1867777353	E5GqeBlfW	magnet:?xt=urn:btih:5585E026B73064D35CFEE7C41ADD8F9026737D17&amp;tr=http%3a//open.nyaatorrents.info%3a6544/announce	NULL	Magnet:? Xt=urn:btih:5585E026B73064D35CFEE7C41ADD8F9026737D17&amp; tr=http%3a//open.nyaatorrents.info%3a6544/announce
1867795974	E5XkEEsXK	没人陪的下午只能自己找点乐子[眼泪][眼泪] 	NULL	No one to accompany the afternoon only to find their own fun [tears, tears]
1867795974	E5tQp5YWR	大螃蟹买家秀走一个	NULL	Big crab buyers show off
1868113394	E5vuhcSrB	有个妹妹真好，多买一条裙子还能送给他 	NULL	It's so nice to have a little sister to buy a dress and give it to him.
1868127745	E5rRHz6Lz	排队的人不是一般的多… 	NULL	The people in line are not in general...
1868448295	E52qV1keW	间接性踌躇满志，持续性混吃等死	NULL	Indirect smug, persistent mixed with food to die
1868995520	E4RBdyyHc	快递非常给力，质量很好，包装也很好，马上发动周围的姐妹又拍了三件，就是不知道会不会钻绒粘毛。 ，求返现。	NULL	Express very awesome, good quality, packaging is also very good, immediately launched around the sisters and took three pieces, just do not know will not sticky hair down. , seeking to return now.
1869773961	E5WEIBaDU	小时候总骗爸妈我没钱了   现在总骗爸妈没事我还有钱	NULL	When I was a child always lied to my parents, I have no money to cheat my parents now have no money.
1869815167	E5vGHeaOa	风一样的男子	NULL	HK Special Edition
1870303875	E5oErodZc	草泥马草泥马草泥马	NULL	Horse horse horse
1870303875	E545HkWid	这种情绪对比的太明显了……怎么办呢	NULL	This emotional contrast is too obvious...... How to do it
1870382490	E5nHi4jj3	fine，今天的我不再是假期那个躺沙发的我了 。 	NULL	Fine, today I'm no longer the holiday that I lay on the couch.
1870382490	E5dZuehSu	。	NULL	.
1870422322	E5JPJ5mzf	我想你了	NULL	I miss you
1870422322	E5gsBxPtO	我不知道该怎样面对你的礼貌	NULL	I don't know how to face your manners.
1870588203	E5VkMhGar	真的是尴尬不想说什么业务忙也不至于从朋友入手吧而且很尴尬的事情我不想出声	NULL	It's really embarrassing to say nothing about the business. I don't want to start with my friends. I don't think I can think of anything.
1870588203	E4RnNrjjb	9月30号，我希望有一个如你一般的人[心]	NULL	In September 30th, I hope to have a person like you [heart]
1870646042	E5vMMjyA4	宝贝晚安哟  累了就休息会儿[可爱]️	NULL	Yo baby good night tired rest [up] cute
1870646042	E4SinvGP9	分享图片 	NULL	Share pictures
1871564654	E5atFkx3K	心存不轨的人，才总把善良单纯挂嘴上；真正善良的人，总希望自己是邪恶的小妖怪。 想问问某些人说过的话后来变成打脸的巴掌脸疼不，哦不好意思，忘了你没脸。	NULL	Feel no good, only the good pure hang on the mouth; really good people, always want to be the evil monsters. Would like to ask some people said later face slap in the face the pain Oh, forget your face didn't feel shy.
1872802382	E5lK0CD1Q	分享图片	NULL	Share pictures
1873428420	E55aLsCZj	有的人找到爱人不是为了好好爱她，只是为了一次次让她伤心、难过，发现自己身上全是缺点，从而自卑、失落，变得越来越瑟缩，沉默寡言的么？	NULL	Some people find love not to love her again and again, just to make her sad, sad, found himself full of shortcomings, to inferiority, lost, become more and more poor, the be scanty of words?
1873460484	E5PnDczhn	退休人员基本养老金调整下月底发放到位	NULL	Basic pension for retirees to adjust the end of the month issued in place
1873460484	E5FVdgF2c	4人	NULL	4 people
1873734484	E5cPs8XQW	我参与了 发起的投票 【你印象最深的中国企业是？ (单选)】，我投给了“华为 任正非”这个选项。你也快来表态吧~	NULL	I was involved in the launch of the vote [you are most impressed by the Chinese enterprises? (Dan Xuan), I voted for the "HUAWEI Ren Zhengfei" option. And you come to the position.
1874000372	E5Fa92lo6	您会永远健康幸福的[心]-管家婆	NULL	You will always be healthy and happy heart - housekeeper
1874147594	E5QRD6L38	可以美美的睡一觉了，晚安世界[月亮]	NULL	Can have a good sleep, good night world [moon]
1874382894	E5DtQ7E2v	 の另一面-[篮球]籃球人。三分球得分能力絕了～感覺打的位置是得分後衛[得意]	NULL	The other side - basketball basketball]. Three point ball scoring ability is the feeling of playing position is a point guard [proud]
1874382894	E5f8JerPz	我参与了 发起的投票 【2017年要计划上档的热门大剧你最期待的是哪部？】，我投给了“遇见王沥川”这个选项。你也快来表态吧~	NULL	I participated in the poll in 2017 to plan [on the popular big drama: what are you most looking forward to? I voted for the "meet Wang Lichuan" option. And you come to the position.
1874921951	E5Vn2itMZ	CZ3125 	NULL	CZ3125
1874921951	E5UB82FMP	嗦一碗粉，提着行李去工作，中午就回津了……	NULL	Just a bowl of flour, carrying luggage to go to work at noon back to Tianjin......
1875905033	E5QVIEzjG	爱旅行的人运气都不会太差！我在带着微博去旅行 的红包中抽到了 提供的“滴滴秋游券”，快上车，带你遇见最美的世界！	NULL	People who love to travel will not be too bad luck! I took the micro-blog to travel to the red smoke "drops of autumn ticket", come on, take you to meet the most beautiful in the world!
1876322217	E5VKyxUxT	啊不能能擁有支付寶[打脸][打脸]	NULL	Ah can not have Alipay [] [] face to face
1876322217	E5V7U5PuR	我现在想见人就发我的卡号 给你们个机会当我干爸爸干妈妈对我好[打脸][打脸]	NULL	I want to see people made my number when I give you the opportunity to do the mother of my father doing good [face] face.
1876654154	E5oMHqPSo	我向  送出了女神卡，快来为自己喜欢的女神增加魅力值，我离女神又近了一步啦！ 	NULL	I sent out the goddess card, fast for their favorite goddess to increase the charm of the value, I am a step closer to the goddess!
1876654154	E52XescrJ	 清凉的快乐[牛郎] 	NULL	Cool [happy] cowboy
1876690115	E5GQ9evAX	手机难道还不好玩，为什么要谈恋爱？最近看微微一笑很倾城看的又想玩游戏了。 	NULL	Mobile phone is not fun, why want to fall in love? Recently, smiled to see very little and want to play the game.
1876690115	E5maepkzV	周末了好无聊[泪][泪][泪] 	NULL	A good weekend, tears, tears boring [tears]
1876792133	E56HMEqCG	又失眠[困] 	NULL	And insomnia [difficult]
1876808161	E5GU5j8ah	请剪掉那些情节	NULL	Please cut off the plot
1876808161	E5G1uavbY	喝完就该睡觉了，肥妹	NULL	After be in bed, Feimei
1876903251	E5Mq0v2nn	[悲催]最近口味略清淡 想看点青春 纯爱 小说 不论bl/bg	NULL	[miserable] taste a little light like a recent energy-saving regardless of bl/bg
1876903251	E5Lserqpz	惟愿昭昭日月，朗朗乾坤。『唐驳虎：白银案告破背后，是基因科学又一次飞跃_凤凰资讯』	NULL	Let into the sun, as bright as sun and moon. Tang Bohu: "behind the silver case cracked, is another leap in genetic science _ Phoenix"
1877176070	E5X5fCSZw	“常常羡慕哪吒三太子能够削骨还父，割肉还母，了却了血肉之躯，从此自由自在，再也不必受父母所生肉体的束缚。莲花化身之后，便进入了生命的高级形态，以灵魂为主的生命形式，摒弃了百无一是的臭皮囊”——倪匡	NULL	"Often the envy of Nezha three prince can cut bone is the father, but the mother is flesh, flesh and blood, and free, no longer need to bound the body of their parents. After they entered the lotus incarnation, the advanced form of life, a soul based form of life, abandon the ass "- Ni Kuang Absolutely nothing is correct.
1877332001	E5NHpDisw	对于人与人之间的关系太自信和太不自信都不是什么好事儿，“我以为…”在生活里就是个病句！	NULL	It's not a good thing for a person to be too confident and too unsure about relationships, "I thought..." In life is a bad!
1877332001	E5o96dTlK	我刚刚跑步3060.59公里，耗时326:45:51，消耗卡路里151212千卡. 进入开始锻炼吧![眼泪][眼泪][眼泪] 	NULL	I just run 3060.59 kilometers, it takes 326:45:51, the consumption of calories 151 million 212 thousand calories. To start exercising! [] [] [tears tears tears]
1877763351	E5TipyKcs	[半星]，之  怎么没有零分	NULL	[half star], how no zero points
1877763351	E5GJgfhFK	真的真的，一切都会好起来的	NULL	Really, really, everything will be all right.
1878219871	E5YTvFeR2	祝贺的在马来西亚播出，祝我们的小凡凡越来越火。	NULL	Congratulations to the broadcast in Malaysia, wish our little Fanfan more fire.
